GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
436,59,0.01,26,-,1,51,0.4,15,R-skew,7,0,0
437,21,1,21,-,1,53,0.2,5,Symm,3,0,1
438,-6,1,-6,-,1,56,0.25,-27,-,1,0,0
439,-10,1,-10,-,1,14,0.05,-10,-,1,0,1
440,17,1,17,-,1,24,0.5,8,Symm,9,0,0
441,-1,1,-1,-,1,83,0.1,-14,Symm,3,0,0
442,19,1,19,-,1,23,0.8,-42,Symm,9,0,0
443,41,0.6,-6,-,1,53,0.5,5,Symm,5,0,0
444,59,0.6,-23,-,1,142,0.2,-17,L-skew,6,0,1
445,3,0.8,-12,-,1,157,0.2,-38,R-skew,3,0,1
446,6,1,6,-,1,6,1,6,R-skew,7,0,0
447,-5,1,-5,-,1,67,0.1,-3,L-skew,2,0,1
448,29,0.95,11,Symm,5,53,0.4,17,-,1,0,0
449,10,0.5,4,-,1,75,0.25,-12,Symm,9,0,0
450,8,0.5,-28,R-skew,5,14,0.4,-26,R-skew,4,0,0
451,-6,1,-6,-,1,34,0.6,-50,R-skew,2,0,1
452,175,0.1,-5,Symm,7,15,0.25,14,Symm,3,0,0
453,15,1,15,-,1,28,0.95,-20,-,1,0,0
454,34,0.2,24,-,1,66,0.4,2,L-skew,5,0,0
455,7,0.2,6,L-skew,2,12,0.01,3,-,1,0,1
456,8,0.01,4,-,1,22,0.75,-34,-,1,0,0
457,14,0.5,-18,-,1,15,0.4,-4,L-skew,3,0,1
458,-3,1,-3,-,1,60,0.2,-17,-,1,0,0
459,24,1,24,-,1,86,0.4,-28,Symm,3,0,0
460,2,1,2,-,1,26,0.5,-31,L-skew,4,0,0
461,212,0.01,12,-,1,23,0.01,20,Symm,9,0,0
462,25,0.95,-42,-,1,41,0.01,24,-,1,0,0
463,78,0.4,-45,L-skew,2,72,0.01,1,L-skew,3,-1,0
464,12,1,12,-,1,177,0.1,-9,Symm,9,0,0
465,4,0.99,-6,-,1,13,0.4,6,R-skew,4,1,0
466,-5,1,-5,-,1,48,0.05,1,Symm,5,0,0
467,15,1,15,-,1,22,0.99,21,-,1,0,0
468,66,0.4,-4,Symm,7,33,0.4,17,L-skew,2,1,0
469,4,1,4,-,1,61,0.4,-26,-,1,0,0
470,28,0.6,-5,L-skew,6,15,0.75,-7,-,1,0,0
471,12,1,12,-,1,70,0.01,11,L-skew,4,0,0
472,30,0.1,-7,Symm,9,1,0.9,-36,R-skew,7,0,0
473,32,0.5,8,-,1,50,0.1,14,-,1,0,0
474,30,0.1,17,-,1,40,0.4,-8,-,1,0,0
475,28,0.4,3,-,1,116,0.25,-21,R-skew,7,0,0
476,23,1,23,-,1,56,0.6,-15,-,1,0,1
477,6,1,6,-,1,60,0.01,3,Symm,9,0,0
478,63,0.5,-33,-,1,91,0.1,14,Symm,5,0,0
479,38,0.05,-2,-,1,10,0.5,-10,Symm,3,0,1
480,46,0.5,-30,-,1,93,0.2,-19,Symm,3,0,1
481,30,1,30,-,1,39,0.99,13,-,1,0,0
482,31,0.5,-19,-,1,148,0.1,-8,L-skew,7,0,0
483,5,1,5,-,1,14,0.6,-14,-,1,0,0
484,91,0.5,-41,R-skew,2,114,0.1,18,R-skew,6,1,0
485,30,1,30,-,1,40,0.25,13,-,1,0,0
486,-1,1,-1,-,1,6,0.6,-14,-,1,0,0
487,45,0.5,-17,L-skew,3,162,0.05,9,Symm,7,-1,0
488,40,0.25,3,-,1,23,0.4,-5,-,1,0,1
489,23,0.95,-17,L-skew,6,32,0.75,-18,R-skew,2,0,0
490,24,1,24,-,1,27,0.75,24,-,1,0,0
491,30,1,30,-,1,202,0.25,-29,Symm,3,0,0
492,-5,1,-5,-,1,0,0.9,-12,-,1,0,1
493,57,0.1,5,Symm,3,21,0.75,-23,Symm,7,0,0
494,3,1,3,-,1,20,0.8,-34,-,1,0,0
495,25,1,25,-,1,31,0.75,10,-,1,0,0
496,34,0.5,-24,-,1,15,0.05,4,-,1,0,0
497,5,0.4,-15,-,1,16,0.2,-14,R-skew,3,0,1
498,69,0.05,21,-,1,58,0.2,10,-,1,0,1
499,9,0.8,3,R-skew,5,77,0.2,-11,-,1,0,0
500,44,0.6,2,Symm,7,34,0.4,21,-,1,0,0
501,-2,1,-2,-,1,4,0.8,-28,-,1,0,0
502,0,1,0,-,1,19,0.4,-6,R-skew,5,0,0
503,84,0.25,-1,Symm,9,26,0.8,-37,-,1,0,1
504,22,0.25,-13,R-skew,4,-4,1,-4,Symm,7,0,0
505,26,0.1,-8,-,1,-5,1,-5,-,1,0,0
506,-1,1,-1,-,1,18,0.25,0,Symm,3,0,0
507,19,1,19,-,1,156,0.25,-34,L-skew,5,0,0
508,42,0.1,6,Symm,7,22,0.05,14,R-skew,6,1,0
509,-4,1,-4,-,1,94,0.1,-28,R-skew,7,0,0
510,6,1,6,-,1,72,0.25,-23,-,1,0,1
511,21,1,21,-,1,24,0.75,-6,-,1,0,0
512,11,1,11,-,1,57,0.25,1,Symm,5,0,1
513,-3,1,-3,-,1,16,0.2,1,R-skew,6,0,0
514,24,0.75,-16,-,1,56,0.1,8,L-skew,4,0,1
515,-5,1,-5,-,1,65,0.1,-2,R-skew,4,0,0
516,10,0.8,-24,-,1,109,0.2,-29,R-skew,7,0,1
517,6,1,6,-,1,15,0.9,-38,Symm,3,0,0
518,60,0.1,-10,R-skew,4,67,0.2,-16,-,1,0,1
519,20,0.4,-2,-,1,7,1,7,-,1,0,0
520,10,1,10,-,1,28,0.4,5,Symm,9,0,0
521,25,1,25,-,1,39,0.5,17,-,1,0,1
522,25,0.2,11,-,1,14,1,14,-,1,0,0
523,-8,1,-8,-,1,10,0.6,-33,L-skew,4,0,1
524,84,0.4,-11,-,1,90,0.4,-11,-,1,0,1
525,11,1,11,-,1,22,0.01,8,L-skew,4,0,0
526,2,1,2,-,1,17,0.8,-19,-,1,0,1
527,14,0.4,-14,-,1,42,0.1,-7,Symm,9,0,0
528,52,0.5,0,-,1,31,0.8,16,Symm,9,0,0
529,58,0.4,-30,-,1,47,0.01,3,-,1,0,0
530,12,1,12,-,1,30,0.01,11,-,1,0,0
531,18,1,18,-,1,64,0.1,5,R-skew,2,0,0
532,33,0.5,21,-,1,43,0.75,11,Symm,9,0,1
533,4,0.01,1,L-skew,3,24,0.05,1,Symm,7,0,1
534,29,1,29,-,1,56,0.5,-1,Symm,7,0,0
535,10,0.9,-37,L-skew,5,81,0.4,-48,-,1,0,1
536,21,1,21,-,1,31,0.4,18,-,1,0,0
537,168,0.25,-40,-,1,40,0.6,-17,Symm,7,0,0
538,84,0.05,27,-,1,135,0.25,2,Symm,5,0,0
539,11,1,11,-,1,29,0.01,22,-,1,0,1
540,35,0.1,-6,Symm,9,12,0.25,-9,-,1,0,0
541,29,1,29,-,1,213,0.1,0,-,1,0,0
542,1,1,1,-,1,22,0.1,-3,R-skew,6,0,0
543,-4,0.5,-12,-,1,34,0.25,-14,-,1,-1,0
544,8,0.01,-4,-,1,59,0.1,-9,-,1,0,0
545,24,1,24,-,1,40,0.8,-19,-,1,0,0
546,30,1,30,-,1,96,0.5,-25,-,1,0,0
547,60,0.1,10,-,1,17,0.9,12,R-skew,7,0,0
548,28,1,28,-,1,75,0.4,6,-,1,0,1
549,7,1,7,-,1,16,0.01,8,Symm,3,0,0
550,9,0.2,4,-,1,101,0.05,7,-,1,0,0
551,-8,1,-8,-,1,-8,1,-8,Symm,9,0,0
552,0,1,0,-,1,57,0.1,-3,R-skew,6,0,0
553,16,1,16,-,1,78,0.05,2,L-skew,5,0,0
554,65,0.25,-27,-,1,6,0.95,-26,Symm,3,0,0
555,34,0.6,12,-,1,19,0.95,8,Symm,9,0,0
556,19,1,19,-,1,47,0.6,-27,Symm,3,0,0
557,30,0.75,10,Symm,3,64,0.4,1,Symm,7,0,1
558,16,0.6,-47,L-skew,4,-9,1,-9,Symm,5,0,0
559,55,0.4,7,-,1,43,0.8,19,L-skew,4,0,0
560,12,1,12,-,1,40,0.5,-28,-,1,0,0
561,82,0.05,22,-,1,93,0.1,24,-,1,0,0
562,1,1,1,-,1,-6,0.8,-7,L-skew,3,0,1
563,90,0.05,2,-,1,15,0.9,-33,L-skew,3,1,0
564,21,1,21,-,1,52,0.01,28,-,1,0,0
565,0,1,0,-,1,7,0.8,-32,Symm,7,0,0
566,14,1,14,-,1,57,0.2,2,R-skew,7,0,1
567,60,0.6,-15,L-skew,5,38,0.75,34,-,1,0,0
568,11,0.9,-7,-,1,247,0.1,-6,R-skew,2,0,1
569,-4,0.8,-4,-,1,7,0.6,-27,Symm,9,0,0
570,13,0.95,2,-,1,31,0.4,9,-,1,0,0
571,13,1,13,-,1,35,0.4,-7,Symm,5,0,1
572,17,0.01,-7,-,1,-7,1,-7,-,1,0,0
573,45,0.4,12,-,1,28,0.5,27,-,1,0,0
574,223,0.2,-32,-,1,85,0.01,21,-,1,0,0
575,2,0.4,-13,-,1,21,0.4,-44,L-skew,3,-1,0
576,2,1,2,-,1,0,0.95,-3,-,1,0,0
577,49,0.75,-31,-,1,40,0.75,1,R-skew,2,0,0
578,-9,1,-9,-,1,9,0.6,-27,-,1,0,0
579,32,0.25,-16,-,1,90,0.05,-3,Symm,3,0,1
580,102,0.2,-18,-,1,5,0.99,-27,-,1,0,1
581,81,0.4,-16,-,1,33,0.05,30,-,1,0,0
582,19,1,19,-,1,30,0.6,-1,-,1,0,0
583,34,0.6,-48,-,1,75,0.2,-14,-,1,0,0
584,14,1,14,-,1,30,0.5,13,-,1,0,0
585,70,0.4,-2,-,1,70,0.5,-2,R-skew,5,0,0
586,50,0.05,24,-,1,28,0.1,22,L-skew,6,0,0
587,13,1,13,-,1,92,0.2,-6,Symm,9,0,0
588,71,0.05,20,L-skew,7,30,0.9,12,-,1,0,0
589,38,0.4,-29,-,1,30,0.4,-32,-,1,0,0
590,15,0.4,0,-,1,19,0.05,2,-,1,0,0
591,21,0.8,0,-,1,17,0.95,2,R-skew,3,1,0
592,26,1,26,-,1,184,0.1,18,-,1,0,0
593,18,1,18,-,1,21,0.4,3,L-skew,3,0,0
594,4,1,4,-,1,71,0.2,-15,-,1,0,0
595,45,0.25,-16,Symm,7,17,0.25,-9,-,1,0,0
596,82,0.1,21,-,1,64,0.01,17,-,1,0,0
597,6,1,6,-,1,6,0.01,0,L-skew,5,0,0
598,12,1,12,-,1,24,0.9,-5,Symm,7,0,0
599,43,0.25,7,-,1,12,0.95,1,-,1,0,0
600,21,0.75,21,Symm,3,26,0.01,13,-,1,0,0
601,52,0.4,-5,-,1,109,0.4,-23,-,1,0,0
602,8,1,8,-,1,32,0.75,-50,L-skew,5,0,0
603,23,1,23,-,1,19,0.99,-6,Symm,9,0,0
604,-7,1,-7,-,1,-10,0.95,-33,L-skew,5,0,0
605,17,1,17,-,1,30,0.4,4,-,1,0,1
606,37,0.1,7,Symm,3,102,0.25,-33,R-skew,4,0,0
607,53,0.01,-4,-,1,-3,0.8,-12,-,1,0,0
608,61,0.4,-7,-,1,42,0.25,25,Symm,9,0,0
609,15,1,15,-,1,11,0.99,9,-,1,0,0
610,18,0.99,-5,-,1,31,0.25,20,R-skew,7,0,1
611,3,1,3,-,1,19,0.6,-15,-,1,0,0
612,12,1,12,-,1,25,0.8,-6,-,1,0,0
613,-1,1,-1,-,1,0,0.95,-38,-,1,0,0
614,29,0.95,21,-,1,35,0.05,31,Symm,7,0,1
615,25,0.5,17,Symm,9,21,0.25,13,Symm,7,0,0
616,56,0.6,-34,Symm,5,20,1,20,Symm,3,0,0
617,33,0.5,25,-,1,90,0.4,-16,Symm,3,-1,1
618,21,0.6,-37,-,1,71,0.05,-8,Symm,5,0,1
619,18,1,18,-,1,29,0.6,-12,-,1,0,0
620,28,1,28,-,1,85,0.4,-20,-,1,0,0
621,20,1,20,-,1,98,0.4,-35,R-skew,6,0,0
622,15,1,15,-,1,27,0.5,19,-,1,0,0
623,66,0.05,-1,Symm,3,5,0.8,-21,-,1,0,1
624,74,0.01,-1,-,1,0,1,0,Symm,7,0,1
625,17,1,17,-,1,23,0.2,17,-,1,0,0
626,213,0.25,-39,Symm,5,28,0.1,23,-,1,0,1
627,21,1,21,-,1,82,0.1,14,-,1,0,0
628,-3,1,-3,-,1,1,0.25,0,-,1,0,0
629,83,0.2,2,R-skew,2,59,0.2,6,Symm,5,0,1
630,18,1,18,-,1,24,0.6,8,-,1,0,1
631,18,1,18,-,1,52,0.1,19,Symm,7,0,0
632,-2,1,-2,-,1,-3,0.4,-4,R-skew,5,0,1
633,24,1,24,-,1,68,0.25,6,L-skew,2,0,0
634,23,1,23,-,1,37,0.9,11,Symm,9,0,0
635,48,0.25,-27,-,1,-4,0.01,-15,R-skew,6,0,0
636,57,0.4,-41,-,1,-2,1,-2,Symm,3,0,0
637,25,0.99,-20,Symm,3,24,0.9,7,Symm,3,0,0
638,9,1,9,-,1,45,0.4,-20,Symm,5,0,0
639,30,1,30,-,1,48,0.2,29,R-skew,4,0,1
640,29,0.2,1,-,1,24,0.6,-34,-,1,-1,0
641,19,1,19,-,1,81,0.5,-28,L-skew,5,0,1
642,52,0.05,-4,-,1,0,0.8,-1,-,1,0,0
643,25,1,25,-,1,53,0.01,29,-,1,0,0
644,7,1,7,-,1,14,0.25,12,-,1,0,0
645,25,0.05,18,L-skew,2,31,0.8,-17,-,1,0,0
646,17,1,17,-,1,17,1,17,Symm,9,0,0
647,62,0.1,20,-,1,24,1,24,-,1,0,0
648,28,1,28,-,1,101,0.25,12,L-skew,3,0,0
649,22,0.95,7,L-skew,4,25,0.5,0,R-skew,4,1,0
650,19,0.99,-8,R-skew,4,54,0.4,1,L-skew,6,0,0
651,38,0.01,1,-,1,12,0.01,8,R-skew,4,0,1
652,19,0.4,-23,Symm,5,89,0.2,-18,-,1,1,0
653,0,1,0,-,1,17,0.5,-39,R-skew,3,0,0
654,-9,1,-9,Symm,9,7,0.2,-15,-,1,0,0
655,6,1,6,-,1,64,0.05,1,-,1,0,0
656,43,0.05,-3,-,1,3,0.6,-31,-,1,0,1
657,30,0.5,22,R-skew,3,79,0.1,16,L-skew,2,0,0
658,6,1,6,-,1,66,0.4,-24,R-skew,5,0,0
659,0,1,0,-,1,7,0.8,-16,-,1,0,0
660,174,0.25,-18,-,1,30,0.8,-11,L-skew,6,0,0
661,-4,1,-4,-,1,6,0.05,-12,-,1,0,0
662,-3,0.01,-7,-,1,7,0.6,-27,R-skew,7,0,1
663,18,0.25,13,-,1,5,0.8,3,-,1,0,1
664,28,1,28,-,1,35,0.5,30,-,1,0,0
665,20,0.25,-8,Symm,7,-3,0.8,-11,Symm,3,0,0
666,15,0.25,11,-,1,12,1,12,L-skew,3,0,0
667,104,0.1,-16,-,1,59,0.25,-27,Symm,5,0,0
668,10,1,10,-,1,23,0.8,-12,R-skew,2,0,0
669,15,1,15,-,1,24,0.1,5,-,1,0,0
670,4,0.95,2,-,1,4,1,4,R-skew,7,0,0
671,-7,1,-7,-,1,86,0.25,-22,R-skew,6,0,0
672,114,0.2,-36,L-skew,3,21,0.1,-12,Symm,5,1,0
673,5,1,5,-,1,161,0.1,-15,Symm,7,0,0
674,4,1,4,-,1,-8,0.75,-12,-,1,0,0
675,18,0.75,-33,-,1,45,0.01,4,-,1,0,0
676,33,0.5,-11,Symm,3,11,1,11,R-skew,4,0,0
677,22,0.05,-3,-,1,11,0.01,-4,-,1,0,1
678,65,0.1,-7,Symm,7,36,0.4,-30,L-skew,5,0,1
679,61,0.2,-4,Symm,7,7,0.95,-9,R-skew,4,0,0
680,41,0.4,-19,-,1,14,0.01,8,R-skew,3,-1,0
681,26,0.5,-28,-,1,44,0.2,-10,-,1,0,0
682,21,1,21,-,1,21,1,21,Symm,3,0,0
683,39,0.2,14,L-skew,3,76,0.4,-16,L-skew,5,0,0
684,9,1,9,-,1,74,0.1,7,L-skew,4,0,0
685,29,1,29,-,1,54,0.8,-42,-,1,0,0
686,25,1,25,-,1,37,0.75,-29,L-skew,6,0,0
687,65,0.4,-2,-,1,38,0.8,-25,-,1,0,0
688,15,1,15,-,1,27,0.25,3,-,1,0,0
689,11,1,11,-,1,49,0.2,-6,Symm,9,0,0
690,-7,1,-7,-,1,-5,0.01,-8,Symm,5,0,0
691,59,0.5,-21,Symm,5,52,0.01,20,-,1,0,0
692,26,1,26,-,1,21,0.9,11,L-skew,3,0,0
693,8,0.95,-15,-,1,65,0.25,-9,Symm,7,-1,1
694,7,1,7,-,1,7,0.95,-5,Symm,7,0,1
695,23,0.75,15,L-skew,2,11,0.4,9,-,1,0,1
696,8,1,8,-,1,50,0.4,-15,-,1,0,0
697,3,1,3,-,1,5,0.5,0,-,1,0,0
698,-10,1,-10,-,1,-3,0.6,-39,-,1,0,0
699,5,1,5,-,1,5,1,5,R-skew,4,0,1
700,-8,1,-8,-,1,48,0.4,-48,Symm,3,0,0
701,7,1,7,-,1,74,0.4,-34,Symm,3,0,0
702,-5,1,-5,-,1,-13,0.95,-18,-,1,0,0
703,17,1,17,-,1,30,0.05,14,-,1,0,0
704,43,0.1,14,Symm,3,45,0.05,14,-,1,0,0
705,37,0.75,-11,-,1,159,0.01,20,-,1,1,0
706,-2,0.8,-22,R-skew,8,-6,1,-6,-,1,0,0
707,164,0.05,4,Symm,7,11,0.9,-38,L-skew,6,0,0
708,20,0.99,-34,-,1,199,0.1,1,Symm,9,0,0
709,11,1,11,-,1,5,0.8,3,-,1,0,0
710,17,1,17,-,1,13,0.9,-18,-,1,0,1
711,-4,1,-4,-,1,37,0.25,-17,Symm,9,0,1
712,28,0.25,24,-,1,44,0.01,23,-,1,0,0
713,47,0.75,-30,Symm,9,85,0.25,11,-,1,0,0
714,196,0.2,-39,-,1,8,1,8,Symm,9,0,1
715,48,0.4,8,R-skew,6,30,0.99,20,R-skew,4,-1,1
716,12,1,12,-,1,57,0.25,8,Symm,5,0,0
717,13,0.95,-9,Symm,5,21,0.1,2,-,1,0,0
718,116,0.1,6,-,1,17,1,17,-,1,0,0
719,14,0.75,2,Symm,5,13,0.99,-3,Symm,3,0,0
720,-5,1,-5,-,1,15,0.25,-26,Symm,3,0,0
721,15,1,15,-,1,27,0.75,-23,R-skew,6,0,0
722,45,0.5,-19,-,1,12,0.9,-9,L-skew,4,0,0
723,-4,1,-4,-,1,121,0.2,-36,-,1,0,0
724,56,0.05,1,Symm,5,6,0.4,-2,Symm,9,0,0
725,8,1,8,R-skew,2,30,0.5,-21,-,1,0,0
726,20,0.05,-5,-,1,88,0.25,-34,-,1,0,0
727,92,0.5,-34,-,1,50,0.1,30,R-skew,5,1,0
728,31,0.01,14,-,1,32,0.5,7,Symm,3,0,1
729,52,0.5,-18,-,1,27,0.95,-9,L-skew,6,0,0
730,11,0.05,-4,-,1,33,0.5,-44,-,1,0,0
731,225,0.2,-25,-,1,28,0.25,25,-,1,0,1
732,0,1,0,-,1,48,0.2,-26,-,1,0,1
733,76,0.5,-16,L-skew,4,165,0.2,-3,L-skew,3,0,0
734,13,1,13,-,1,29,0.1,11,L-skew,4,0,0
735,5,1,5,-,1,97,0.2,-24,L-skew,3,0,0
736,-9,1,-9,-,1,-3,0.75,-22,Symm,3,0,0
737,17,0.75,9,-,1,50,0.05,24,-,1,1,1
738,9,1,9,-,1,63,0.01,4,-,1,0,0
739,27,1,27,Symm,7,25,0.95,-25,-,1,0,0
740,15,0.9,1,-,1,22,0.6,4,-,1,1,0
741,7,0.01,4,-,1,6,0.99,-5,Symm,5,-1,0
742,31,0.4,23,-,1,20,0.9,-20,-,1,-1,0
743,55,0.1,25,-,1,44,0.6,9,Symm,5,0,0
744,66,0.01,10,L-skew,5,81,0.4,-20,R-skew,3,0,1
745,8,1,8,-,1,14,0.05,2,-,1,0,0
746,18,1,18,-,1,71,0.05,25,L-skew,5,0,0
747,26,1,26,-,1,65,0.2,12,L-skew,3,0,0
748,24,0.8,13,-,1,55,0.5,-9,-,1,0,1
749,21,1,21,-,1,66,0.2,17,Symm,7,0,0
750,77,0.5,-17,-,1,33,0.6,29,Symm,3,0,1
751,24,0.9,2,-,1,94,0.25,-4,R-skew,7,0,0
752,86,0.2,7,-,1,45,0.01,33,-,1,0,1
753,3,0.9,-43,-,1,-2,0.8,-18,R-skew,8,-1,1
754,3,1,3,-,1,9,0.1,0,-,1,0,1
755,2,1,2,-,1,27,0.6,-27,-,1,0,0
756,9,0.01,-6,-,1,40,0.1,-4,-,1,0,0
757,28,1,28,-,1,45,0.4,16,Symm,3,0,0
758,-3,1,-3,-,1,74,0.4,-39,L-skew,7,0,0
759,-7,0.75,-15,Symm,9,-9,1,-9,-,1,0,0
760,-5,0.25,-8,-,1,93,0.01,8,-,1,0,0
761,39,0.01,25,-,1,74,0.4,0,R-skew,2,0,1
762,48,0.6,-19,L-skew,6,31,0.75,-5,Symm,7,0,0
763,32,0.75,1,R-skew,3,56,0.5,-7,Symm,5,0,0
764,212,0.1,2,-,1,55,0.6,-26,Symm,7,0,0
765,57,0.05,19,L-skew,5,35,0.5,3,-,1,0,0
766,17,1,17,-,1,22,0.2,7,-,1,0,1
767,9,1,9,-,1,21,0.2,8,Symm,7,0,0
768,29,0.4,26,-,1,69,0.6,-41,-,1,-1,0
769,40,0.05,3,Symm,7,33,0.5,-24,-,1,0,0
770,27,1,27,-,1,142,0.2,-10,Symm,9,0,0
771,9,1,9,-,1,14,0.8,11,-,1,0,0
772,30,0.6,-30,-,1,22,0.1,-1,-,1,1,0
773,80,0.2,-30,Symm,7,-8,1,-8,-,1,0,0
774,-1,1,-1,-,1,60,0.1,-1,-,1,0,1
775,42,0.6,-33,-,1,69,0.4,-30,Symm,9,-1,1
776,104,0.4,-39,-,1,57,0.01,22,-,1,0,0
777,44,0.2,23,-,1,64,0.5,-11,-,1,0,1
778,50,0.2,20,L-skew,4,26,0.25,22,Symm,5,0,0
779,-8,1,-8,-,1,0,0.6,0,R-skew,7,0,0
780,34,0.01,-8,-,1,12,0.05,-16,-,1,1,0
781,11,0.9,2,Symm,5,39,0.25,-14,-,1,-1,0
782,3,1,3,-,1,29,0.05,0,-,1,0,0
783,24,1,24,-,1,36,0.6,11,-,1,0,0
784,17,0.2,-9,Symm,9,8,0.4,-24,-,1,0,0
785,48,0.2,2,Symm,3,35,0.05,8,L-skew,3,0,0
786,-8,1,-8,-,1,15,0.6,-31,Symm,5,0,0
787,58,0.01,-1,-,1,5,0.99,-47,R-skew,5,1,0
788,13,1,13,-,1,13,1,13,Symm,7,0,0
789,3,0.1,-6,L-skew,2,-1,0.99,-6,R-skew,5,0,0
790,13,0.99,3,L-skew,3,9,0.5,3,-,1,0,0
791,26,1,26,-,1,66,0.5,-24,-,1,0,0
792,19,1,19,-,1,32,0.01,30,L-skew,5,0,0
793,21,1,21,-,1,158,0.1,-3,Symm,5,0,0
794,39,0.4,-36,-,1,-6,1,-6,R-skew,8,0,0
795,13,1,13,-,1,46,0.05,14,-,1,0,1
796,71,0.1,11,Symm,7,240,0.2,-39,L-skew,5,0,0
797,19,1,19,-,1,43,0.4,11,Symm,3,0,0
798,61,0.2,15,R-skew,6,42,0.2,16,R-skew,3,0,0
799,18,0.6,0,-,1,19,0.25,2,Symm,7,0,0
800,-6,1,-6,R-skew,4,-7,0.95,-13,R-skew,7,0,0
801,5,0.6,3,-,1,50,0.4,-33,L-skew,4,0,0
802,18,0.1,10,-,1,52,0.4,-9,Symm,5,1,0
803,93,0.1,22,Symm,3,91,0.2,27,-,1,0,0
804,24,0.5,18,-,1,23,0.9,13,-,1,0,1
805,14,1,14,-,1,44,0.4,-19,R-skew,7,0,1
806,34,0.25,-3,Symm,3,6,0.95,3,-,1,0,0
807,11,1,11,-,1,6,0.99,-33,Symm,3,0,0
808,6,1,6,-,1,5,0.95,-7,-,1,0,0
809,30,0.01,14,L-skew,6,4,0.9,-10,R-skew,7,0,0
810,15,1,15,-,1,60,0.6,-43,Symm,7,0,0
811,31,0.2,0,R-skew,2,37,0.05,14,-,1,0,0
812,17,0.01,16,-,1,21,0.9,-19,-,1,0,0
813,0,0.99,-11,-,1,0,1,0,-,1,0,0
814,-6,1,-6,-,1,46,0.1,-11,Symm,5,0,1
815,29,1,29,-,1,37,0.5,21,-,1,0,0
816,77,0.25,-2,Symm,9,21,0.5,16,-,1,0,0
817,0,1,0,-,1,20,0.2,-5,-,1,0,0
818,23,0.9,-8,Symm,3,157,0.1,5,Symm,9,0,0
819,25,0.05,11,-,1,34,0.6,-17,-,1,-1,0
820,47,0.5,11,-,1,26,0.99,14,R-skew,4,0,0
821,7,1,7,-,1,47,0.1,2,-,1,0,0
822,26,1,26,-,1,66,0.4,1,-,1,0,1
823,4,1,4,-,1,56,0.6,-48,-,1,0,0
824,29,1,29,L-skew,5,63,0.5,2,-,1,0,0
825,29,1,29,-,1,30,0.5,24,L-skew,6,0,0
826,79,0.2,-26,Symm,5,16,0.05,-6,-,1,0,0
827,30,1,30,-,1,64,0.05,29,-,1,0,0
828,13,1,13,-,1,6,0.25,5,R-skew,4,0,0
829,14,1,14,-,1,26,0.1,3,-,1,0,0
830,104,0.1,22,-,1,66,0.2,30,-,1,-1,0
831,9,0.5,-29,-,1,-9,0.75,-15,-,1,0,0
832,15,1,15,-,1,24,0.25,21,L-skew,6,0,0
833,24,1,24,-,1,75,0.4,-20,L-skew,6,0,0
834,58,0.6,-22,-,1,36,0.8,-40,R-skew,6,0,1
835,34,0.4,-38,-,1,-8,0.9,-25,-,1,0,0
836,28,1,28,-,1,26,0.6,23,-,1,0,1
837,47,0.01,28,Symm,5,176,0.1,4,-,1,0,0
838,1,1,1,-,1,40,0.05,-3,Symm,9,0,0
839,18,1,18,-,1,23,0.99,-10,-,1,0,1
840,-2,1,-2,-,1,87,0.2,-19,-,1,0,1
841,49,0.1,-12,-,1,36,0.2,-9,-,1,-1,0
842,14,1,14,-,1,11,0.9,10,-,1,0,0
843,27,0.95,-35,-,1,63,0.4,-6,-,1,0,0
844,111,0.05,11,-,1,47,0.05,21,-,1,0,0
845,4,1,4,-,1,4,1,4,R-skew,6,0,1
846,28,1,28,-,1,45,0.8,-23,-,1,0,0
847,178,0.25,-26,-,1,117,0.1,17,-,1,-1,0
848,19,0.75,10,Symm,3,17,1,17,L-skew,6,0,0
849,-4,1,-4,-,1,25,0.1,1,L-skew,3,0,0
850,97,0.4,-26,-,1,29,0.2,17,-,1,0,0
851,-10,1,-10,-,1,33,0.1,-19,L-skew,6,0,0
852,36,0.5,-6,Symm,3,93,0.4,-34,Symm,7,-1,0
853,29,0.5,-43,-,1,0,0.1,-6,-,1,0,0
854,62,0.5,-42,-,1,31,0.25,-2,-,1,0,0
855,-10,0.5,-10,-,1,74,0.2,-43,R-skew,2,0,0
856,72,0.1,5,Symm,7,71,0.25,-11,L-skew,4,0,0
857,77,0.05,8,R-skew,6,34,0.4,-5,-,1,0,0
858,7,1,7,-,1,44,0.2,-1,R-skew,2,0,0
859,2,1,2,-,1,46,0.4,-19,R-skew,4,0,0
860,28,0.1,6,Symm,3,34,0.5,-23,Symm,7,0,1
861,19,0.99,-32,Symm,7,103,0.1,18,Symm,3,-1,0
862,27,1,27,-,1,103,0.5,-42,R-skew,7,0,0
863,36,0.6,-49,-,1,29,0.4,-15,L-skew,4,0,0
864,97,0.1,17,-,1,47,0.75,-26,Symm,7,1,1
865,4,0.6,-18,-,1,-5,0.9,-22,-,1,0,0
866,24,1,24,-,1,38,0.4,12,-,1,0,1
867,103,0.2,-7,R-skew,6,15,1,15,R-skew,2,0,0
868,29,0.8,21,Symm,9,93,0.25,3,-,1,1,0
869,75,0.25,-9,-,1,17,0.6,10,-,1,0,1
870,85,0.5,-35,-,1,27,0.99,22,R-skew,6,0,0
871,23,0.05,-8,Symm,7,14,0.4,-18,-,1,-1,0
